          4,             4
          2,             2
          0,             0
         -2,            -2
         -4,            -4
         -6,            -6
         -8,            -8
        -10,           -10
        -12,           -12
        -14,           -14
        -16,           -16
        -18,           -18
        -20,           -20
        -22,           -22
        -24,           -24
        -26,           -26
        -28,           -28
        -30,           -30
        -32,           -32
        -34,           -34
        -36,           -36
        -38,           -38
        -40,           -40
        -42,           -42
        -44,           -44
        -46,           -46
        -48,           -48
        -50,           -50
        -52,           -52
        -54,           -54
        -56,           -56
        -58,           -58
        -60,           -60
        -62,           -62
        -64,           -64
        -66,           -66
        -68,           -68
        -70,           -70
        -72,           -72
        -74,           -74
        -76,           -76
        -78,           -78
        -80,           -80
        -82,           -82
        -84,           -84
        -86,           -86
        -88,           -88
        -90,           -90
        -92,           -92
        -94,           -94
        -96,           -96
        -98,           -98
       -100,          -100
       -102,          -102
       -104,          -104
       -106,          -106
       -108,          -108
       -110,          -110
       -112,          -112
       -114,          -114
       -116,          -116
       -118,          -118
       -120,          -120
       -122,          -122
       -124,          -124
       -126,          -126
       -128,          -128
       -130,          -130
       -132,          -132
       -134,          -134
       -136,          -136
       -138,          -138
       -140,          -140
       -142,          -142
       -144,          -144
       -146,          -146
       -148,          -148
       -150,          -150
       -152,          -152
       -154,          -154
       -156,          -156
       -158,          -158
       -160,          -160
       -162,          -162
       -164,          -164
       -166,          -166
       -168,          -168
       -170,          -170
       -172,          -172
       -174,          -174
       -176,          -176
       -178,          -178
       -180,          -180
       -182,          -182
       -184,          -184
       -186,          -186
       -188,          -188
       -190,          -190
       -192,          -192
       -194,          -194
       -196,          -196
       -198,          -198
       -200,          -200
       -202,          -202
       -204,          -204
       -206,          -206
       -208,          -208
       -210,          -210
       -212,          -212
       -214,          -214
       -216,          -216
       -218,          -218
       -220,          -220
       -222,          -222
       -224,          -224
       -226,          -226
       -228,          -228
       -230,          -230
       -232,          -232
       -234,          -234
       -236,          -236
       -238,          -238
       -240,          -240
       -242,          -242
       -244,          -244
       -246,          -246
       -248,          -248
       -250,          -250
       -252,          -252
       -254,          -254
       -256,          -256
       -258,          -258
       -260,          -260
       -262,          -262
       -264,          -264
       -266,          -266
       -268,          -268
       -270,          -270
       -272,          -272
       -274,          -274
       -276,          -276
       -278,          -278
       -280,          -280
       -282,          -282
       -284,          -284
       -286,          -286
       -288,          -288
       -290,          -290
       -292,          -292
       -294,          -294
       -296,          -296
       -298,          -298
       -300,          -300
       -302,          -302
       -304,          -304
       -306,          -306
       -308,          -308
       -310,          -310
       -312,          -312
       -314,          -314
       -316,          -316
       -318,          -318
       -320,          -320
       -322,          -322
       -324,          -324
       -326,          -326
       -328,          -328
       -330,          -330
       -332,          -332
       -334,          -334
       -336,          -336
       -338,          -338
       -340,          -340
       -342,          -342
       -344,          -344
       -346,          -346
       -348,          -348
       -350,          -350
       -352,          -352
       -354,          -354
       -356,          -356
       -358,          -358
       -360,          -360
       -362,          -362
       -364,          -364
       -366,          -366
       -368,          -368
       -370,          -370
       -372,          -372
       -374,          -374
       -376,          -376
       -378,          -378
       -380,          -380
       -382,          -382
       -384,          -384
       -386,          -386
       -388,          -388
       -390,          -390
       -392,          -392
       -394,          -394
       -396,          -396
       -398,          -398
       -400,          -400
       -402,          -402
       -404,          -404
       -406,          -406
       -408,          -408
       -410,          -410
       -412,          -412
       -414,          -414
       -416,          -416
       -418,          -418
       -420,          -420
       -422,          -422
       -424,          -424
       -426,          -426
       -428,          -428
       -430,          -430
       -432,          -432
       -434,          -434
       -436,          -436
       -438,          -438
       -440,          -440
       -442,          -442
       -444,          -444
       -446,          -446
       -448,          -448
       -450,          -450
       -452,          -452
       -454,          -454
       -456,          -456
       -458,          -458
       -460,          -460
       -462,          -462
       -464,          -464
       -466,          -466
       -468,          -468
       -470,          -470
       -472,          -472
       -474,          -474
       -476,          -476
       -478,          -478
       -480,          -480
       -482,          -482
       -484,          -484
       -486,          -486
       -488,          -488
       -490,          -490
       -492,          -492
       -494,          -494
       -496,          -496
       -498,          -498
       -500,          -500
       -502,          -502
       -504,          -504
       -506,          -506
       -508,          -508
       -510,          -510
       -256,          -256
          0,             0
         -1,            -1
         -2,            -2
         -3,            -3
         -4,            -4
         -5,            -5
         -6,            -6
         -7,            -7
         -8,            -8
         -9,            -9
        -10,           -10
        -11,           -11
        -12,           -12
        -13,           -13
        -14,           -14
        -15,           -15
        -16,           -16
        -17,           -17
        -18,           -18
        -19,           -19
        -20,           -20
        -21,           -21
        -22,           -22
        -23,           -23
        -24,           -24
        -25,           -25
        -26,           -26
        -27,           -27
        -28,           -28
        -29,           -29
        -30,           -30
        -31,           -31
        -32,           -32
        -33,           -33
        -34,           -34
        -35,           -35
        -36,           -36
        -37,           -37
        -38,           -38
        -39,           -39
        -40,           -40
        -41,           -41
        -42,           -42
        -43,           -43
        -44,           -44
        -45,           -45
        -46,           -46
        -47,           -47
        -48,           -48
        -49,           -49
        -50,           -50
        -51,           -51
        -52,           -52
        -53,           -53
        -54,           -54
        -55,           -55
        -56,           -56
        -57,           -57
        -58,           -58
        -59,           -59
        -60,           -60
        -61,           -61
        -62,           -62
        -63,           -63
        -64,           -64
        -65,           -65
        -66,           -66
        -67,           -67
        -68,           -68
        -69,           -69
        -70,           -70
        -71,           -71
        -72,           -72
        -73,           -73
        -74,           -74
        -75,           -75
        -76,           -76
        -77,           -77
        -78,           -78
        -79,           -79
        -80,           -80
        -81,           -81
        -82,           -82
        -83,           -83
        -84,           -84
        -85,           -85
        -86,           -86
        -87,           -87
        -88,           -88
        -89,           -89
        -90,           -90
        -91,           -91
        -92,           -92
        -93,           -93
        -94,           -94
        -95,           -95
        -96,           -96
        -97,           -97
        -98,           -98
        -99,           -99
       -100,          -100
       -101,          -101
       -102,          -102
       -103,          -103
       -104,          -104
       -105,          -105
       -106,          -106
       -107,          -107
       -108,          -108
       -109,          -109
       -110,          -110
       -111,          -111
       -112,          -112
       -113,          -113
       -114,          -114
       -115,          -115
       -116,          -116
       -117,          -117
       -118,          -118
       -119,          -119
       -120,          -120
       -121,          -121
       -122,          -122
       -123,          -123
       -124,          -124
       -125,          -125
       -126,          -126
       -127,          -127
       -128,          -128
       -129,          -129
       -130,          -130
       -131,          -131
       -132,          -132
       -133,          -133
       -134,          -134
       -135,          -135
       -136,          -136
       -137,          -137
       -138,          -138
       -139,          -139
       -140,          -140
       -141,          -141
       -142,          -142
       -143,          -143
       -144,          -144
       -145,          -145
       -146,          -146
       -147,          -147
       -148,          -148
       -149,          -149
       -150,          -150
       -151,          -151
       -152,          -152
       -153,          -153
       -154,          -154
       -155,          -155
       -156,          -156
       -157,          -157
       -158,          -158
       -159,          -159
       -160,          -160
       -161,          -161
       -162,          -162
       -163,          -163
       -164,          -164
       -165,          -165
       -166,          -166
       -167,          -167
       -168,          -168
       -169,          -169
       -170,          -170
       -171,          -171
       -172,          -172
       -173,          -173
       -174,          -174
       -175,          -175
       -176,          -176
       -177,          -177
       -178,          -178
       -179,          -179
       -180,          -180
       -181,          -181
       -182,          -182
       -183,          -183
       -184,          -184
       -185,          -185
       -186,          -186
       -187,          -187
       -188,          -188
       -189,          -189
       -190,          -190
       -191,          -191
       -192,          -192
       -193,          -193
       -194,          -194
       -195,          -195
       -196,          -196
       -197,          -197
       -198,          -198
       -199,          -199
       -200,          -200
       -201,          -201
       -202,          -202
       -203,          -203
       -204,          -204
       -205,          -205
       -206,          -206
       -207,          -207
       -208,          -208
       -209,          -209
       -210,          -210
       -211,          -211
       -212,          -212
       -213,          -213
       -214,          -214
       -215,          -215
       -216,          -216
       -217,          -217
       -218,          -218
       -219,          -219
       -220,          -220
       -221,          -221
       -222,          -222
       -223,          -223
       -224,          -224
       -225,          -225
       -226,          -226
       -227,          -227
       -228,          -228
       -229,          -229
       -230,          -230
       -231,          -231
       -232,          -232
       -233,          -233
       -234,          -234
       -235,          -235
       -236,          -236
       -237,          -237
       -238,          -238
       -239,          -239
       -240,          -240
       -241,          -241
       -242,          -242
       -243,          -243
       -244,          -244
       -245,          -245
       -246,          -246
       -247,          -247
       -248,          -248
       -249,          -249
       -250,          -250
       -251,          -251
       -252,          -252
       -253,          -253
       -254,          -254
       -255,          -255
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
          0,             0
